Year;Country;value
2010;Pakistan;12.001652
1992;Pakistan;7.416684
1991;Pakistan;7.14402
1980;Pakistan;3.0528
1985;U.S. Territories;-
1983;U.S. Territories;-
2012;U.S. Territories;-
1990;U.S. Territories;-
1995;U.S. Territories;-
2001;U.S. Territories;-
2006;U.S. Territories;-
2005;U.S. Territories;-
2002;U.S. Territories;-
2014;Colombia;16.378769
1985;Colombia;10.019825
1990;Colombia;11.64224
2009;Colombia;12.70841
1980;Colombia;8.707035
1998;Egypt;3.205186
2001;Egypt;3.393642
2004;Egypt;3.810948
1981;Egypt;2.70636
1992;Egypt;2.67645
2002;South Africa;322.688288
2001;South Africa;312.583518
1995;South Africa;289.954236
2014;Spain;40.877472
1982;Spain;86.954796
1990;Spain;90.214056
1996;Spain;70.048344
1994;Spain;81.74824
2012;Spain;50.65635
1981;South Africa;197.237084
1980;South Africa;180.93525
2011;South Africa;354.81215
2013;Slovakia;13.40631
2011;Slovenia;4.857342
1995;Slovenia;5.016026
2001;Slovenia;5.040035
2007;Slovakia;15.2789
1991;India;360.998554
1985;India;237.595533
1985;Hong Kong;10.272426
1988;Hong Kong;16.788709
1996;Hong Kong;14.853566
1998;Hong Kong;13.326267
1982;Hong Kong;1.801712
2010;Hungary;11.789026
1997;Hungary;18.141138
2014;United Arab Emirates;4.60495
1988;United Kingdom;232.468434
2004;Ukraine;138.366761
1996;Ukraine;156.494824
2000;Venezuela;0.4605
1980;U.S. Territories;-
1993;United States;1882.401005
1994;United States;1893.186628
1999;United States;2062.444986
1992;United Kingdom;208.4223
2007;South Africa;370.370945
2003;Sri Lanka;0.184442
2009;Sri Lanka;0.18462
1980;Spain;58.775808
1981;Spain;78.543605
1993;Turkmenistan;0.368444
1984;South Africa;237.19581
1982;South Africa;211.35336
1994;Slovenia;5.002034
2013;Slovenia;4.291875
2004;Slovenia;5.230665
1999;Slovenia;4.835361
2005;Turkey;115.066286
2001;Turkey;109.185224
1994;Virgin Islands,  U.S.;0.736296
1999;Virgin Islands,  U.S.;0.645043
2008;Turkey;147.75993
2003;Vietnam;19.62719
1981;Turkey;31.677698
1988;Turkey;61.229198
1992;Turkey;89.997432
1995;Turkey;91.972635
2002;Turkey;99.267117
2004;Turkey;96.325632
2004;Botswana;1.657746
2008;Botswana;1.473472
2012;Brazil;50.441022
1994;Brazil;35.146818
2003;Brazil;39.784921
2014;Brazil;61.006992
2005;Brazil;42.971654
2009;Brazil;37.043164
2011;United Kingdom;107.340886
2001;United Kingdom;133.877304
2013;United Kingdom;126.508302
2005;United Kingdom;129.939708
1995;United Kingdom;161.112633
1990;United Kingdom;222.836103
1992;U.S. Territories;-
1996;U.S. Territories;-
2013;U.S. Territories;-
1989;U.S. Territories;-
1988;South Africa;261.257938
2003;South Africa;342.391455
2006;South Africa;361.302484
1986;South Africa;244.244506
1988;Spain;72.932472
2011;Spain;45.301674
1989;Spain;92.415407
2010;Spain;27.638738
2005;Spain;83.62442
2002;Bangladesh;1.105272
2003;Bangladesh;1.105344
2001;Vietnam;17.58672
2003;Zambia;0.276666
2001;Zambia;0.276276
2006;Zambia;0.091832
1986;Zambia;1.014068
1988;Zambia;1.013265
1994;Zambia;0.733248
2014;Australia;158.094336
1990;Australia;126.580545
2008;Australia;187.57635
1997;Austria;12.779574
1999;Austria;12.222035
1986;Austria;16.033992
1996;Austria;13.287366
1994;Austria;10.64874
2010;Austria;9.042833
2004;Bangladesh;1.197417
1997;Bangladesh;1.013177
2005;Australia;184.197404
1985;Australia;104.325184
2014;Bulgaria;35.796904
2006;Botswana;1.565292
2002;Austria;14.150868
2003;Austria;14.209756
2011;Belarus;0.176036
2014;Belarus;1.495031
2010;Belgium;15.672672
1998;Belgium;30.491924
2003;Belgium;21.681648
2004;Belgium;21.795837
2008;Belarus;0.175834
2013;Belgium;14.27114
1997;Belarus;1.608264
2014;Austria;7.674984
1992;Belarus;3.466848
1989;Argentina;3.137976
2011;Argentina;3.69041
1986;Kenya;0.185442
1982;Kenya;0.092425
1999;Kenya;0.276495
2000;Czech Republic;77.978208
1995;Czech Republic;84.54707
2003;Czech Republic;74.96705
2009;Czech Republic;64.62516
2011;Denmark;10.435212
1983;Denmark;17.482368
1989;Belgium;37.35036
1997;Bhutan;0.092025
2005;Belgium;20.7072
1995;Belarus;2.5214
2009;Korea, South;228.999641
1983;Korea, South;70.494676
2005;Korea, North;46.680725
2008;Korea, North;58.610448
1995;Korea, South;93.211904
1986;Korea, South;95.47004
1986;Mongolia;10.040214
1991;Mongolia;10.289818
2013;Japan;397.579935
2004;Japan;365.077605
2013;Bangladesh;3.038871
2014;Belgium;12.734248
2006;Belgium;20.141382
1983;Belgium;36.220878
1982;Belgium;40.104456
2009;Belarus;0.175748
1984;Brazil;29.129804
1999;Brazil;41.423715
2011;Brazil;46.74017
1997;Brazil;39.23178
2002;Netherlands;42.920068
1985;Netherlands;24.206648
2014;Netherlands;27.669422
2008;World;12401.874428
1993;World;7760.243396
1980;World;6581.867399
1981;World;6700.398013
1984;World;7370.591501
1986;World;7771.098688
1992;World;7727.01012
2005;Indonesia;85.462304
1998;Indonesia;36.652616
2009;Ireland;3.838422
2002;Kenya;0.368352
2013;Kenya;0.644609
2008;Iran;2.822831
1983;Iran;3.773364
1980;Iran;3.496974
2004;Iran;3.637512
1981;Iran;2.954259
1985;Mongolia;9.088992
2006;Moldova;0.374096
1999;Moldova;0.473724
2010;Moldova;0.438836
2009;Moldova;0.441756
2002;Moldova;0.46168
2013;Moldova;0.55197
1992;Moldova;4.42608
2000;Nepal;0.644609
2007;Nepal;0.46044
2012;Kazakhstan;148.444186
2011;Kazakhstan;147.029744
2009;Kazakhstan;129.263274
2012;Japan;375.792225
2002;Japan;343.043954
1988;Japan;239.792288
1997;Japan;291.230715
2009;Japan;347.576944
2007;Iran;4.240896
1987;Iran;2.819357
2014;World;14518.459127
1990;Burma (Myanmar);0.289761
2009;Burma (Myanmar);1.199757
1980;Australia;89.579985
1987;Argentina;3.126515
1986;Argentina;2.855424
1984;Argentina;2.009194
2004;Argentina;2.15625
1988;Austria;14.850465
1992;Albania;0.666288
1998;Albania;0.096625
2014;Madagascar;1.211054
2006;Macedonia;4.774263
2004;Macedonia;5.409992
1986;Malaysia;0.841221
1982;Malaysia;0.291618
2010;Malawi;0.092341
2009;Malawi;0.092089
2009;Kosovo;5.507454
1998;Laos;0.093701
2011;Laos;0.36962
1997;Korea, South;113.573568
1996;Korea, South;106.089984
2002;Korea, South;160.59156
1998;Korea, South;117.58592
1994;Kyrgyzstan;2.869918
2005;Kyrgyzstan;1.86122
1990;Canada;79.32984
2002;Canada;99.98856
2000;Bulgaria;26.693033
2001;Bulgaria;28.486926
2013;Botswana;2.026442
2012;Belgium;14.710252
1986;Belgium;33.899118
2000;Belarus;1.164735
2007;Belarus;0.176154
1981;Belgium;40.89435
2004;Belarus;0.50751
1996;Belarus;2.0344
1981;Germany, East;332.807171
1987;Germany, West;230.541821
1983;Germany, West;252.1306
1987;France;64.362975
1983;France;93.818456
1994;France;49.531508
2008;France;41.414424
1998;France;57.599688
2014;France;28.757498
2010;France;35.19924
1994;Albania;0.386808
1981;Algeria;0.655662
2007;Albania;0.097173
1999;Albania;0.288822
1990;Albania;4.633097
1986;Algeria;3.323196
1992;Algeria;2.235875
1989;Albania;5.227656
1984;Algeria;2.677164
1994;Algeria;1.87506
2012;Czech Republic;62.399456
1996;Czech Republic;84.700122
1998;Czech Republic;75.129205
1992;Virgin Islands,  U.S.;0.552438
1996;Virgin Islands,  U.S.;0.645127
1997;Vietnam;16.136511
1998;Vietnam;16.315212
2012;Vietnam;57.801865
2006;Vietnam;32.655972
2005;Vietnam;30.233412
2004;Vietnam;22.325807
2010;Vietnam;53.33272
1993;Vietnam;6.741272
2008;Uzbekistan;4.23808
2011;Venezuela;0.644966
1998;Venezuela;0.092092
2005;Venezuela;0.091863
2008;Venezuela;0.460775
2009;Venezuela;0.736776
1985;Venezuela;0.10745
1983;Vietnam;10.356237
1981;Venezuela;0.1061
1986;Vietnam;11.26653
2002;Uzbekistan;4.444888
2000;Uzbekistan;4.246748
2006;Uzbekistan;4.147221
2005;Uzbekistan;3.85984
2008;Slovakia;15.948572
2005;Slovakia;16.25988
1991;Niger;0.184176
2005;Niger;0.184004
1984;Niger;0.18448
2000;Niger;0.18435
2010;Zimbabwe;3.173485
1990;Zimbabwe;3.027024
2009;Zimbabwe;2.901536
1987;Zambia;0.829251
1991;Zambia;0.735032
2002;Zambia;0.276135
1996;Zambia;0.36714
1985;Zambia;0.92151
1980;Zambia;1.19704
2009;Zambia;0.339
1995;Thailand;33.890898
2002;Thailand;40.562011
1991;Thailand;24.623565
1993;Thailand;27.45177
2010;Turkey;142.899966
1990;Turkey;81.945302
2012;United Arab Emirates;4.881247
2013;United Arab Emirates;4.236554
2002;United Kingdom;123.647256
2009;Uzbekistan;4.630656
2011;Uzbekistan;4.73046
1992;Uzbekistan;8.10628
1998;Uzbekistan;3.47364
2012;Sweden;6.7732
1994;Sweden;8.3889
2006;Sweden;9.6632
2011;Tajikistan;0.368876
2007;Tajikistan;0.276699
2004;Tajikistan;0.18446
1999;Tanzania;0.092177
1984;Thailand;4.090246
1997;Slovenia;5.23182
2012;Slovenia;4.76875
2003;Slovenia;5.13702
2004;Taiwan;125.86464
2000;Jamaica;0.091963
1999;Jamaica;0.184674
1989;Japan;239.600338
2013;Italy;46.349433
2003;Italy;47.244508
1994;Japan;264.5666
2011;Switzerland;0.375645
1991;Switzerland;0.781083
1984;Switzerland;1.132404
1987;Sweden;10.368399
1996;Sweden;8.378568
2003;Sweden;8.930768
1989;Sweden;8.954225
1983;Sweden;7.3896
2005;Kazakhstan;106.331204
1994;Kazakhstan;136.055448
1998;Kazakhstan;83.88843
1985;Ireland;3.334212
2010;Iran;2.823991
1988;Iran;2.909504
1991;Iran;2.992011
1989;Iran;2.099946
2001;Iran;3.44581
2011;Iran;2.424
2012;Jamaica;0.190596
1992;Jamaica;0.057665
1995;Jamaica;0.091833
2003;Japan;356.162784
1996;Kenya;0.276876
1988;Kenya;0.277545
2012;Kenya;0.736696
1997;Kenya;0.276996
2014;Kenya;0.736696
2009;Kenya;0.276
2008;Sri Lanka;0.184448
2001;Spain;79.589168
2006;Spain;75.326342
2004;Spain;85.456878
2007;Spain;78.285636
1999;Spain;82.402944
1998;Spain;75.573048
2003;Spain;80.81082
1997;Thailand;41.994301
1992;Thailand;26.340951
2011;Tanzania;0.184678
1990;Thailand;20.86776
2012;Tanzania;0.18417
1985;Turkey;61.929525
2009;United Arab Emirates;1.565394
1987;United Kingdom;240.949956
2001;Ukraine;132.352551
1998;Ukraine;136.154598
2003;Ukraine;147.57897
1988;U.S. Territories;-
1997;U.S. Territories;-
2003;U.S. Territories;-
2009;U.S. Territories;-
1986;Zimbabwe;7.682231
1987;Zimbabwe;6.107376
1984;Zimbabwe;5.50236
1998;Zambia;0.366712
1993;Zambia;0.734856
2000;Zambia;0.276018
2004;Zambia;0.183858
2005;Zambia;0.276444
1992;Zambia;0.73528
2000;Virgin Islands,  U.S.;0.644182
1990;Virgin Islands,  U.S.;0.183982
1995;Virgin Islands,  U.S.;0.645078
1998;Virgin Islands,  U.S.;0.644483
2002;Vietnam;18.637542
1980;Vietnam;8.299908
2011;Vietnam;56.58134
1985;Vietnam;10.2459
1982;Vietnam;10.2391
1991;Vietnam;9.12132
1987;New Caledonia;0.362212
2011;New Caledonia;1.288798
1983;New Caledonia;0.18439
1989;New Caledonia;0.46146
2004;Netherlands;44.081653
2008;Zimbabwe;2.449278
2013;Zimbabwe;4.166726
1993;Northern Mariana Islands;-
1984;Northern Mariana Islands;-
1980;Northern Mariana Islands;-
2010;Northern Mariana Islands;-
1994;Northern Mariana Islands;-
1997;Northern Mariana Islands;-
2009;Northern Mariana Islands;-
2014;Nigeria;0.276255
1989;Nigeria;0.095743
2008;United Kingdom;122.581625
2014;United States;1719.024976
2011;United States;1875.786018
1991;United States;1807.297712
1981;United States;1484.757272
1995;United States;1913.135737
1996;United States;1995.463026
2009;United States;1875.587441
2014;Hungary;12.222522
2002;Chile;6.8922
2000;Chile;8.7419
2007;Hungary;12.415605
2002;Hungary;14.524539
2012;Hungary;12.849318
1986;Hungary;26.032304
2011;Iceland;0.289755
1995;Iceland;0.193166
1994;Iceland;0.196524
2003;Iceland;0.199704
2013;Iceland;0.290895
2014;Iceland;0.19393
2011;Swaziland;0.276159
1993;Swaziland;0.096172
1992;Swaziland;0.191916
2001;Swaziland;0.460125
2007;Swaziland;0.368708
2009;Swaziland;0.276393
2011;Burma (Myanmar);1.383315
1991;Burma (Myanmar);0.290079
1982;China;1260.394176
2010;China;6377.340295
1980;Canada;60.74985
1983;Canada;71.41904
1997;Chile;11.636982
1984;Chile;3.616002
2004;Chile;8.738195
2001;Chile;6.79135
2007;Burma (Myanmar);1.476368
1999;Burma (Myanmar);0.37246
2005;Honduras;0.3683
2012;Canada;69.641958
1988;Canada;88.727086
1991;Canada;82.352515
1994;Canada;84.231408
2013;Canada;70.381846
2007;Greece;29.552142
2006;Greece;28.7604
1987;Hong Kong;15.827784
2010;Honduras;0.180128
2008;Honduras;0.179918
1999;Honduras;0.158615
2013;Honduras;0.17823
1991;China;1777.661991
2004;China;3878.370903
1998;China;2217.835984
1999;China;2304.790325
2001;China;2604.55455
2010;Sri Lanka;0.184506
2006;Sri Lanka;0.184598
2013;Sri Lanka;1.659834
2007;Sri Lanka;0.184758
2005;Sri Lanka;0.184562
1988;Swaziland;0.38524
2000;Spain;87.027623
1990;Korea, North;67.537288
2002;Korea, North;42.045828
2014;Korea, North;46.343968
1997;Korea, North;40.04805
1986;Finland;11.572184
2012;Estonia;0.087809
2007;Estonia;0.261957
2013;Egypt;0.656312
1991;Egypt;2.770377
1996;Iran;3.27114
1997;Switzerland;0.193749
1999;Switzerland;0.188712
1998;Switzerland;0.202842
2001;Switzerland;0.331792
2005;Switzerland;0.299795
1996;Switzerland;0.29016
1987;Taiwan;30.989868
2013;Tajikistan;0.738744
2005;Tajikistan;0.18468
1988;Thailand;12.184832
2014;Thailand;57.337056
1998;Thailand;36.231208
2003;Thailand;39.930906
2012;Thailand;57.430744
1986;Thailand;9.136512
1983;Thailand;3.44232
2004;United Arab Emirates;0.368176
2010;United Arab Emirates;2.026332
2011;United Arab Emirates;3.591627
2005;United Arab Emirates;0.46025
2002;Ukraine;132.114576
1994;Ukraine;197.235456
1993;Ukraine;238.938162
1992;Ukraine;264.692316
2010;Ukraine;137.16651
1992;Turkmenistan;1.565598
2005;Thailand;47.576255
2004;Thailand;45.172854
2006;Turkey;125.198528
1998;Turkey;117.167066
1999;Turkey;113.830366
2007;Turkey;147.20784
1984;Turkey;47.045904
1993;Turkey;82.56735
1996;Algeria;0.776496
2008;Algeria;1.255137
2000;Albania;0.191944
1985;Belgium;37.81404
2001;Belarus;0.60221
1995;Russia;436.305016
1996;Peru;0.787912
1999;Peru;1.449315
2003;Peru;2.292336
2007;Peru;2.799225
2010;Peru;2.888177
2005;Peru;2.624022
2009;Peru;2.697754
2002;Peru;2.38415
2005;Korea, South;179.743044
1999;Korea, South;124.650594
1981;Korea, South;65.566573
1985;Korea, South;90.129722
1984;Korea, South;83.247312
1990;Korea, South;94.926006
2013;Korea, South;266.6579
1980;Korea, South;59.1556
1987;Puerto Rico;0.738624
2014;Puerto Rico;4.235726
2000;New Caledonia;0.552414
2007;New Caledonia;0.55275
2000;Portugal;12.632473
1982;Portugal;1.087008
1980;Portugal;1.231932
1988;Portugal;6.646032
2009;Portugal;8.957387
1984;Portugal;1.12326
2001;Poland;205.824568
2004;Poland;205.88625
1995;Philippines;6.155688
1988;Philippines;5.044248
1983;Philippines;2.11365
2009;Poland;188.392125
2012;Poland;200.239798
1995;Poland;245.006652
1996;Poland;248.432598
1998;Poland;221.779767
1981;Poland;261.338855
1997;Poland;238.64001
2012;Philippines;31.715495
1990;Philippines;4.414334
1982;New Zealand;3.654066
1983;New Zealand;4.026047
1988;New Zealand;4.186215
2011;New Zealand;5.058185
1990;New Zealand;3.968685
2002;New Zealand;4.688124
2014;New Zealand;5.241492
2009;New Zealand;5.702574
2000;New Zealand;3.782004
1994;Russia;442.860075
2005;Russia;385.890372
1999;Russia;391.877226
2006;Russia;395.74801
2000;Russia;412.764
2002;Algeria;2.003148
1989;Algeria;3.230675
2011;Albania;0.48269
1995;Albania;0.19232
2000;Algeria;0.81786
2014;Chile;25.842446
2010;Chile;15.98886
1987;Chile;3.513746
1992;Chile;5.051035
1988;Chile;4.834336
2010;Slovakia;14.137764
2009;Slovakia;15.174082
2011;Slovakia;14.40655
2012;Slovakia;13.90284
2013;Senegal;0.828531
2009;Senegal;0.644483
2013;Serbia;43.627584
1985;Korea, North;55.074492
1980;Korea, North;59.449545
2011;Korea, North;38.250135
2012;Korea, North;38.971064
1992;Korea, North;59.968826
1995;Korea, North;47.228252
1994;Korea, North;51.386972
2013;Korea, North;39.545576
2000;Korea, North;42.81174
2008;Kenya;0.367992
2007;New Zealand;5.794992
2001;New Zealand;4.61365
1997;Niger;0.184122
2010;Niger;0.276231
1998;Niger;0.184122
2006;Niger;0.184332
2014;Niger;0.276207
1989;Niger;0.184624
1995;Niger;0.18402
2001;Northern Mariana Islands;-
2014;Serbia;33.402369
2011;Norway;1.700799
2012;Norway;1.797048
2008;Kyrgyzstan;2.79303
2006;Chile;10.859068
1993;Chile;5.051585
1995;Chile;6.47934
2011;Montenegro;1.786815
2006;Montenegro;1.306514
2009;Montenegro;0.820855
2008;Montenegro;1.46027
2010;Montenegro;1.8357
1993;Mongolia;8.309048
1992;Mongolia;9.140795
2001;Latvia;0.201075
1997;Latvia;0.41206
2002;Laos;0.2772
2001;Burma (Myanmar);1.292298
2006;Burma (Myanmar);1.477696
1986;Burma (Myanmar);0.57165
1992;Burma (Myanmar);0.19267
1993;Bulgaria;30.810456
2007;Bulgaria;30.786745
2003;Bulgaria;28.953568
1980;Bulgaria;33.20768
1981;Bulgaria;32.82162
1995;Bulgaria;31.54767
2011;Mauritius;1.533936
1988;Malaysia;0.851895
1989;Mauritius;0.18501
1991;Mauritius;0.18384
2011;Dominican Republic;1.647594
1994;Dominican Republic;0.092045
1997;Dominican Republic;0.184074
2002;Dominican Republic;0.460545
2009;Dominican Republic;1.554956
2006;Denmark;17.424059
1992;Denmark;23.391108
1995;Denmark;25.268512
2009;Greece;28.988074
1986;Greece;17.41008
1993;Germany;364.133234
1992;Germany;392.111291
2011;Germany;281.191365
2012;Germany;294.991744
1994;Denmark;23.188778
1994;Georgia;0.552762
2002;France;43.742712
1996;France;55.003401
1999;France;52.453096
2013;Denmark;10.2573
1982;Pakistan;4.061772
2002;Pakistan;8.646214
2012;Panama;0.789642
1993;Norway;1.888486
1992;Norway;1.741905
2004;Norway;2.082654
1995;Norway;2.376792
2003;Norway;1.7739
2011;Bosnia and Herzegovina;13.377845
2014;Bosnia and Herzegovina;12.604411
2013;Bosnia and Herzegovina;11.776384
2009;Bosnia and Herzegovina;11.14248
2000;Canada;101.447269
2003;Canada;100.586632
2008;Canada;95.303088
2012;Chile;20.876282
1994;Egypt;4.02132
2002;Egypt;3.6477
1981;New Caledonia;0.184376
1982;New Caledonia;0.184926
2014;New Caledonia;1.380855
2005;Netherlands;24.913296
2008;Netherlands;24.207434
2014;Guatemala;2.387892
2001;France;43.951734
2013;Greece;24.353532
1993;France;50.84355
1996;Greece;26.8433
1986;Germany, East;383.474984
1984;Germany, East;365.941112
1982;Germany, East;335.811854
1986;Germany, West;241.233982
1989;Germany, West;224.5968
1994;Germany;340.602984
2005;Germany;289.275574
2003;Germany;299.11954
1989;Chile;6.571476
1982;Chile;2.309275
2005;New Zealand;7.819915
2004;New Zealand;6.99086
1987;Nigeria;0.281166
1981;Nigeria;0.278871
1992;Nigeria;0.09384
2011;Niger;0.276207
2013;Niger;0.276207
2007;Niger;0.184374
1999;Niger;0.184352
2008;Niger;0.18426
1993;New Caledonia;0.368228
1992;New Caledonia;0.368228
1998;New Caledonia;0.276714
2004;New Caledonia;0.644672
1993;Taiwan;49.221416
1985;Northern Mariana Islands;-
2011;Northern Mariana Islands;-
2012;Northern Mariana Islands;-
1995;Northern Mariana Islands;-
2011;Pakistan;12.1582
1999;Pakistan;7.36064
1988;Pakistan;6.4253
1985;Niger;0.184822
2012;Niger;0.276207
2007;Norway;1.5968
2014;Switzerland;0.34755
1981;Taiwan;11.551428
1991;Taiwan;39.150349
1996;Turkey;99.542478
1989;Taiwan;36.623412
2002;Hong Kong;17.687616
2009;Hong Kong;25.049568
1995;Hong Kong;19.25196
2003;Honduras;0.368556
2006;Honduras;0.089213
2008;Hong Kong;23.02325
1984;Haiti;0.184218
1985;Haiti;0.184508
1982;Haiti;0.092271
2014;Hawaiian Trade Zone;-
1980;Germany, East;325.57995
2011;Guatemala;1.010394
2012;Guatemala;1.193946
1997;Germany;308.235879
2000;Germany;286.779684
2006;Germany;290.513374
2007;Germany;299.826604
2008;Georgia;0.184218
2004;Germany;300.2158
2013;Georgia;0.73744
1983;Germany, East;342.473147
2002;Estonia;0.090344
2014;Estonia;0.175618
1999;Estonia;0.207184
2012;Denmark;8.223525
1995;Estonia;0.29097
2014;Denmark;8.1351
1997;Egypt;3.453282
2000;Egypt;3.773932
1993;Egypt;3.46541
1981;Hong Kong;0.05893
2013;Hungary;12.640386
2011;Hungary;12.921125
1999;Hungary;16.870392
2006;Hungary;12.339882
1988;Hungary;24.186134
1986;Iceland;0.198758
1993;Iceland;0.096453
1992;Iceland;0.097016
1989;Iceland;0.195684
1986;Hong Kong;13.045692
2002;Guatemala;0.736688
2001;Guatemala;0.829602
2004;Guatemala;0.719487
2008;Guatemala;0.551136
1999;Guatemala;0.458335
2005;Guatemala;0.826551
2000;Greece;29.416755
2001;Greece;30.68834
2008;Greece;29.2455
2014;Kazakhstan;144.469653
1995;Kazakhstan;111.929938
1996;Kazakhstan;100.12896
2000;Iran;3.677895
1990;Iran;2.092264
1980;New Caledonia;0.276762
2007;Montenegro;1.028943
2002;Mongolia;8.294184
2006;Mongolia;8.232528
2004;Mongolia;7.90439
1988;Morocco;3.732027
2011;Morocco;9.845174
1995;Morocco;5.955453
1993;Morocco;3.79984
1983;Malta;0.092029
2011;Madagascar;0.279474
2007;Macedonia;4.779112
2008;Macedonia;5.355663
2009;Malaysia;33.337666
1981;Malaysia;0.292086
1984;Malaysia;0.842319
1980;Malaysia;0.201414
2004;Malawi;0.184244
1982;Malawi;0.185056
2008;Nepal;0.46073
2002;Malaysia;11.603718
2013;Malaysia;48.072546
2007;Malaysia;28.180152
1993;Malaysia;4.396286
1995;Malaysia;5.402932
1996;Malaysia;5.381762
2000;Malaysia;7.919998
1997;Malaysia;5.204304
1998;Malaysia;5.52558
2000;United States;2155.53196
1990;United States;1821.435
2012;United Kingdom;134.058288
2006;United Kingdom;141.915821
2004;United Kingdom;127.257132
1997;United Kingdom;132.404088
1998;United Kingdom;132.562904
1985;United Kingdom;218.112125
1982;United Kingdom;230.133696
1991;United Kingdom;221.631746
1993;United Kingdom;181.70994
1989;United Kingdom;223.2737
2002;Zimbabwe;1.723319
2003;Zimbabwe;2.354976
2006;Zimbabwe;2.534196
1988;Zimbabwe;6.180549
2014;Zimbabwe;4.438469
1992;Zimbabwe;2.569112
1989;Zimbabwe;4.61845
1996;Zimbabwe;2.48535
1999;New Zealand;3.967825
1988;Nigeria;0.095488
1986;Nigeria;0.28173
1988;Niger;0.184436
1990;Niger;0.184104
1992;Niger;0.184276
2002;Niger;0.184052
2003;Niger;0.184194
2009;Niger;0.184102
1994;New Caledonia;0.368808
1997;New Caledonia;0.275844
1996;New Caledonia;0.368308
2009;New Caledonia;0.552786
1980;New Zealand;3.658824
1993;New Zealand;4.245064
1981;New Zealand;3.663231
2012;New Zealand;6.253008
1997;New Zealand;4.24718
1984;New Zealand;3.9312
2012;Pakistan;11.095658
2003;Pakistan;10.774179
2004;Pakistan;14.108436
2007;Pakistan;15.19908
1990;Pakistan;7.508166
1993;Pakistan;8.153735
1998;Pakistan;7.687092
1993;Panama;0.109636
1985;Puerto Rico;0.276465
2012;Puerto Rico;3.591159
2006;Portugal;10.461644
1983;Portugal;1.215344
2011;Portugal;7.183323
1991;Portugal;9.268467
1992;Portugal;9.384102
1993;Poland;254.803346
2006;Poland;207.42806
2007;Poland;203.21321
2014;Pakistan;12.180196
2003;Northern Mariana Islands;-
2004;Northern Mariana Islands;-
1999;Northern Mariana Islands;-
1981;Pakistan;3.317508
2006;Norway;1.506735
2005;Norway;1.775034
2001;Norway;2.087148
1996;Norway;2.298574
1999;Norway;2.379072
2000;Puerto Rico;0.368352
2003;Puerto Rico;3.22329
1999;Romania;19.607698
1983;Romania;35.470125
1995;Romania;31.439529
1986;Romania;38.026386
2012;Romania;26.89344
1984;Romania;35.039
2003;Philippines;15.979318
1984;Philippines;3.472668
1992;Philippines;5.047056
1996;Philippines;8.296491
2000;Panama;0.091935
1986;Peru;0.410368
1983;Peru;0.298917
2001;Peru;1.555808
1998;Peru;1.267669
2004;Peru;2.570508
1998;Romania;21.909456
2006;Romania;29.063457
2004;Romania;25.280642
2002;Romania;24.246002
2013;Romania;20.40192
2007;Romania;26.68924
2001;Russia;409.296157
2014;Senegal;1.012649
2012;Senegal;0.828531
2005;Senegal;0.368824
2008;Senegal;0.552456
2007;Senegal;0.552456
2004;Russia;389.58077
2011;Serbia;45.491004
2010;Serbia;40.707957
2003;Turkey;95.74901
2008;United Arab Emirates;1.013177
2014;United Kingdom;102.477249
2003;United Kingdom;132.565397
2007;United Kingdom;132.434994
1994;United Kingdom;171.192404
1980;United Kingdom;257.741547
2010;United Kingdom;107.36256
1999;United Kingdom;117.08347
1981;United Kingdom;245.84901
2010;United States;1986.167722
2012;United States;1659.807536
1982;United States;1432.591678
1983;United States;1487.773764
1992;United States;1821.886794
2003;United States;2135.650959
2006;United States;2146.875974
2007;United States;2172.142767
2001;United States;2087.96592
1994;Uzbekistan;6.317586
1997;Uzbekistan;3.376485
1996;Uzbekistan;3.959206
2003;Uzbekistan;3.38191
1984;Venezuela;0.105926
1986;Venezuela;0.107382
1993;Venezuela;0.09199
1991;Norway;1.720043
1984;Norway;2.660958
1985;Norway;2.676807
1989;Norway;1.93933
2013;Pakistan;11.596214
2005;Pakistan;13.772815
2000;Pakistan;7.175454
1990;Nigeria;0.094512
2013;Norway;1.896884
1992;Panama;0.078715
1989;Pakistan;6.239
1994;Norway;2.100441
1982;Nigeria;0.1875
2004;Niger;0.184168
1988;Romania;47.038235
1996;Romania;31.835664
1991;Romania;26.704485
2000;Romania;22.614936
2009;Russia;367.417182
2014;Romania;20.19584
1982;Romania;29.70637
1997;Norway;2.286752
1997;Pakistan;7.33
1988;Peru;0.398832
1987;Northern Mariana Islands;-
1992;Northern Mariana Islands;-
2014;Northern Mariana Islands;-
1984;Nigeria;0.187254
1985;Nigeria;0.186238
1983;Nigeria;0.093782
2012;Nigeria;0.092085
2014;Norway;1.99672
1982;Norway;2.42775
1980;Norway;2.3808
1992;Puerto Rico;0.368748
1995;Puerto Rico;0.368412
1996;Puerto Rico;0.368612
2013;Puerto Rico;2.946592
2011;Puerto Rico;3.591159
2010;Puerto Rico;3.591159
2007;Puerto Rico;3.591159
1990;Puerto Rico;0.46006
1993;Puerto Rico;0.3683
1987;Romania;41.191183
1999;Slovakia;18.209466
1998;Slovakia;19.011894
1993;Slovakia;26.696375
1994;Slovakia;23.824818
1996;Slovakia;24.343085
2003;Slovakia;16.8314
1998;World;8072.429457
1999;World;8148.202048
2006;World;11650.5065
1990;World;8524.90415
2010;World;13236.990199
2007;World;12208.640935
2010;Australia;180.141059
2005;New Caledonia;0.644854
1994;New Zealand;3.972125
